2023-04-10 15:15:46, INFO: Using device: cpu
2023-04-10 15:15:46, INFO: Policy: LSTM-RL w/o pairwise interaction module
2023-04-10 15:15:46, INFO: human number: 5
2023-04-10 15:15:46, INFO: Not randomize human's radius and preferred speed
2023-04-10 15:15:46, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2023-04-10 15:15:46, INFO: Square width: 10.0, circle width: 4.0
2023-04-10 15:15:46, INFO: Current learning rate: 0.010000
2023-04-10 15:17:44, INFO: TRAIN has success rate: 0.89, collision rate: 0.09, nav time: 12.18, total reward: 0.2416
2023-04-10 15:21:13, INFO: Finish imitation learning. Weights saved.
2023-04-10 15:21:13, INFO: Experience set size: 100000/100000
2023-04-10 15:21:13, INFO: Agent is invisible and has holonomic kinematic constraint
2023-04-10 15:21:13, INFO: Current learning rate: 0.001000
2023-04-10 15:29:30, INFO: VAL   in episode 0 has success rate: 0.83, collision rate: 0.17, nav time: 10.75, total reward: 0.1738
2023-04-10 15:29:30, INFO: Frequency of being in danger: 0.22 and average min separate distance in danger: 0.07
2023-04-10 15:29:35, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 17.50, total reward: 0.1624
2023-04-10 15:29:40, INFO: TRAIN in episode 1 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1316
2023-04-10 15:29:46, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.0642
2023-04-10 15:29:51, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.1282
2023-04-10 15:29:56, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 17.25, total reward: 0.1636
2023-04-10 15:30:01, INFO: TRAIN in episode 5 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1405
2023-04-10 15:30:04, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2070
2023-04-10 15:30:09, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 21.00, total reward: 0.1123
2023-04-10 15:30:11, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1424
2023-04-10 15:30:16, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1351
2023-04-10 15:30:19, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1648
2023-04-10 15:30:21, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1400
2023-04-10 15:30:27, INFO: TRAIN in episode 12 has success rate: 1.00, collision rate: 0.00, nav time: 20.00, total reward: 0.1248
2023-04-10 15:30:32, INFO: TRAIN in episode 13 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1582
2023-04-10 15:30:33, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.3152
2023-04-10 15:30:35, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1531
2023-04-10 15:30:38, INFO: TRAIN in episode 16 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1476
2023-04-10 15:30:43, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 15.50, total reward: 0.2005
2023-04-10 15:30:49, INFO: TRAIN in episode 18 has success rate: 1.00, collision rate: 0.00, nav time: 16.00, total reward: 0.1902
2023-04-10 15:30:51, INFO: TRAIN in episode 19 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1301
2023-04-10 15:30:53, INFO: TRAIN in episode 20 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1281
2023-04-10 15:30:55, INFO: TRAIN in episode 21 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2014
2023-04-10 15:31:00, INFO: TRAIN in episode 22 has success rate: 1.00, collision rate: 0.00, nav time: 17.50, total reward: 0.1624
2023-04-10 15:31:06, INFO: TRAIN in episode 23 has success rate: 1.00, collision rate: 0.00, nav time: 20.25, total reward: 0.1207
2023-04-10 15:31:08, INFO: TRAIN in episode 24 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1488
2023-04-10 15:31:15, INFO: TRAIN in episode 25 has success rate: 1.00, collision rate: 0.00, nav time: 14.75, total reward: 0.1762
2023-04-10 15:31:20, INFO: TRAIN in episode 26 has success rate: 1.00, collision rate: 0.00, nav time: 12.75, total reward: 0.2679
2023-04-10 15:31:26, INFO: TRAIN in episode 27 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2023-04-10 15:31:32, INFO: TRAIN in episode 28 has success rate: 1.00, collision rate: 0.00, nav time: 16.75, total reward: 0.1758
2023-04-10 15:31:33, INFO: TRAIN in episode 29 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2628
2023-04-10 15:31:38, INFO: TRAIN in episode 30 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1243
2023-04-10 15:31:44, INFO: TRAIN in episode 31 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.0879
2023-04-10 15:31:50, INFO: TRAIN in episode 32 has success rate: 1.00, collision rate: 0.00, nav time: 20.75, total reward: 0.1153
2023-04-10 15:31:56, INFO: TRAIN in episode 33 has success rate: 1.00, collision rate: 0.00, nav time: 17.25, total reward: 0.1668
