2023-04-08 12:38:18, INFO: Using device: cuda:0
2023-04-08 12:38:18, INFO: Policy: CADRL without occupancy map
2023-04-08 12:38:20, INFO: human number: 5
2023-04-08 12:38:20, INFO: Not randomize human's radius and preferred speed
2023-04-08 12:38:20, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2023-04-08 12:38:20, INFO: Square width: 10.0, circle width: 4.0
2023-04-08 12:38:20, INFO: Current learning rate: 0.010000
2023-04-08 12:40:14, INFO: TRAIN has success rate: 1.00, collision rate: 0.00, nav time: 9.18, total reward: 0.3923
2023-04-08 12:41:40, INFO: Finish imitation learning. Weights saved.
2023-04-08 12:41:40, INFO: Experience set size: 100000/100000
2023-04-08 12:41:40, INFO: Agent is invisible and has holonomic kinematic constraint
2023-04-08 12:41:40, INFO: Current learning rate: 0.001000
2023-04-08 12:54:27, INFO: VAL   in episode 0 has success rate: 0.04, collision rate: 0.05, nav time: 9.75, total reward: -0.0242
2023-04-08 12:54:27, INFO: Frequency of being in danger: 0.04 and average min separate distance in danger: 0.08
2023-04-08 12:54:32, INFO: TRAIN in episode 0 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-04-08 12:54:37, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0078
2023-04-08 12:54:44, INFO: TRAIN in episode 2 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-04-08 12:54:49, INFO: TRAIN in episode 3 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-04-08 12:54:53, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 16.50, total reward: 0.1805
2023-04-08 12:54:56, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0754
2023-04-08 12:54:58, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1679
2023-04-08 12:55:01, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1582
2023-04-08 12:55:06, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0022
2023-04-08 12:55:11, INFO: TRAIN in episode 9 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-04-08 12:55:18, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-04-08 12:55:24, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-04-08 12:55:31, INFO: TRAIN in episode 12 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-04-08 12:55:36, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
