2023-03-27 14:57:08, INFO: Using device: cuda:0
2023-03-27 14:57:08, INFO: Policy: SARL w/ global state
2023-03-27 14:57:09, INFO: human number: 5
2023-03-27 14:57:09, INFO: Not randomize human's radius and preferred speed
2023-03-27 14:57:09, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2023-03-27 14:57:09, INFO: Square width: 10.0, circle width: 4.0
2023-03-27 14:57:09, INFO: Current learning rate: 0.010000
2023-03-27 15:00:05, INFO: TRAIN has success rate: 0.89, collision rate: 0.09, nav time: 12.18, total reward: 0.2416
2023-03-27 15:03:10, INFO: Finish imitation learning. Weights saved.
2023-03-27 15:03:10, INFO: Experience set size: 100000/100000
2023-03-27 15:03:10, INFO: Agent is invisible and has holonomic kinematic constraint
2023-03-27 15:03:10, INFO: Current learning rate: 0.001000
2023-03-27 15:16:38, INFO: VAL   in episode 0 has success rate: 0.97, collision rate: 0.03, nav time: 10.56, total reward: 0.2601
2023-03-27 15:16:38, INFO: Frequency of being in danger: 0.17 and average min separate distance in danger: 0.08
2023-03-27 15:16:45, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 18.50, total reward: 0.1462
2023-03-27 15:16:54, INFO: TRAIN in episode 1 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.1184
2023-03-27 15:17:04, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 21.50, total reward: 0.1063
2023-03-27 15:17:12, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 21.25, total reward: 0.1094
2023-03-27 15:17:22, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 18.00, total reward: 0.1541
2023-03-27 15:17:32, INFO: TRAIN in episode 5 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1351
2023-03-27 15:17:35, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1354
2023-03-27 15:17:45, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 23.75, total reward: 0.0841
2023-03-27 15:17:48, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1487
2023-03-27 15:17:58, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 22.50, total reward: 0.0959
2023-03-27 15:18:03, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2277
2023-03-27 15:18:09, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1459
2023-03-27 15:18:22, INFO: TRAIN in episode 12 has success rate: 1.00, collision rate: 0.00, nav time: 21.00, total reward: 0.1123
2023-03-27 15:18:32, INFO: TRAIN in episode 13 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.1184
2023-03-27 15:18:35, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2705
2023-03-27 15:18:38, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1721
2023-03-27 15:18:49, INFO: TRAIN in episode 16 has success rate: 1.00, collision rate: 0.00, nav time: 15.50, total reward: 0.1787
2023-03-27 15:19:01, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1582
2023-03-27 15:19:12, INFO: TRAIN in episode 18 has success rate: 1.00, collision rate: 0.00, nav time: 21.00, total reward: 0.0860
2023-03-27 15:19:15, INFO: TRAIN in episode 19 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1364
2023-03-27 15:19:21, INFO: TRAIN in episode 20 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1350
2023-03-27 15:19:32, INFO: TRAIN in episode 21 has success rate: 1.00, collision rate: 0.00, nav time: 20.25, total reward: 0.1216
2023-03-27 15:19:40, INFO: TRAIN in episode 22 has success rate: 1.00, collision rate: 0.00, nav time: 17.50, total reward: 0.1624
2023-03-27 15:19:49, INFO: TRAIN in episode 23 has success rate: 1.00, collision rate: 0.00, nav time: 21.50, total reward: 0.1066
2023-03-27 15:19:52, INFO: TRAIN in episode 24 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1418
2023-03-27 15:20:02, INFO: TRAIN in episode 25 has success rate: 1.00, collision rate: 0.00, nav time: 15.75, total reward: 0.1953
2023-03-27 15:20:12, INFO: TRAIN in episode 26 has success rate: 1.00, collision rate: 0.00, nav time: 17.00, total reward: 0.1712
2023-03-27 15:20:21, INFO: TRAIN in episode 27 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.1250
2023-03-27 15:20:31, INFO: TRAIN in episode 28 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2023-03-27 15:20:40, INFO: TRAIN in episode 29 has success rate: 1.00, collision rate: 0.00, nav time: 23.75, total reward: 0.0841
2023-03-27 15:20:44, INFO: TRAIN in episode 30 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1475
2023-03-27 15:20:47, INFO: TRAIN in episode 31 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1294
2023-03-27 15:20:56, INFO: TRAIN in episode 32 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1351
2023-03-27 15:21:06, INFO: TRAIN in episode 33 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2023-03-27 15:21:14, INFO: TRAIN in episode 34 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-03-27 15:21:23, INFO: TRAIN in episode 35 has success rate: 1.00, collision rate: 0.00, nav time: 20.00, total reward: 0.1248
2023-03-27 15:21:31, INFO: TRAIN in episode 36 has success rate: 1.00, collision rate: 0.00, nav time: 17.25, total reward: 0.1668
2023-03-27 15:21:41, INFO: TRAIN in episode 37 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.0582
2023-03-27 15:21:54, INFO: TRAIN in episode 38 has success rate: 1.00, collision rate: 0.00, nav time: 18.25, total reward: 0.1501
2023-03-27 15:21:59, INFO: TRAIN in episode 39 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1702
2023-03-27 15:22:11, INFO: TRAIN in episode 40 has success rate: 1.00, collision rate: 0.00, nav time: 21.75, total reward: 0.1038
2023-03-27 15:22:21, INFO: TRAIN in episode 41 has success rate: 1.00, collision rate: 0.00, nav time: 19.00, total reward: 0.0712
2023-03-27 15:22:24, INFO: TRAIN in episode 42 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1536
2023-03-27 15:22:34, INFO: TRAIN in episode 43 has success rate: 1.00, collision rate: 0.00, nav time: 20.75, total reward: 0.1136
2023-03-27 15:22:38, INFO: TRAIN in episode 44 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1456
2023-03-27 15:22:49, INFO: TRAIN in episode 45 has success rate: 1.00, collision rate: 0.00, nav time: 19.00, total reward: 0.1387
2023-03-27 15:23:03, INFO: TRAIN in episode 46 has success rate: 1.00, collision rate: 0.00, nav time: 18.25, total reward: 0.1192
2023-03-27 15:23:08, INFO: TRAIN in episode 47 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1274
2023-03-27 15:23:19, INFO: TRAIN in episode 48 has success rate: 1.00, collision rate: 0.00, nav time: 22.75, total reward: 0.0934
2023-03-27 15:23:23, INFO: TRAIN in episode 49 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1422
2023-03-27 15:23:36, INFO: TRAIN in episode 50 has success rate: 1.00, collision rate: 0.00, nav time: 18.00, total reward: 0.0821
2023-03-27 15:23:42, INFO: TRAIN in episode 51 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1285
2023-03-27 15:23:52, INFO: TRAIN in episode 52 has success rate: 1.00, collision rate: 0.00, nav time: 21.25, total reward: 0.1094
2023-03-27 15:24:03, INFO: TRAIN in episode 53 has success rate: 1.00, collision rate: 0.00, nav time: 22.25, total reward: 0.0948
2023-03-27 15:24:11, INFO: TRAIN in episode 54 has success rate: 1.00, collision rate: 0.00, nav time: 17.50, total reward: 0.1624
2023-03-27 15:24:21, INFO: TRAIN in episode 55 has success rate: 1.00, collision rate: 0.00, nav time: 19.00, total reward: 0.1314
2023-03-27 15:24:31, INFO: TRAIN in episode 56 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-03-27 15:24:43, INFO: TRAIN in episode 57 has success rate: 1.00, collision rate: 0.00, nav time: 22.75, total reward: 0.0934
